合租·荣升大厦 3居室 南卧,渝北松树桥荣升大厦,https://cq.lianjia.com/zufang/CQ2336730787682197504.html,880元/月
整租·中渝山顶道国宾城 1室0厅 南,渝北嘉州中渝山顶道国宾城,https://cq.lianjia.com/zufang/CQ2298545112101429248.html,750元/月
合租·荣升大厦 3居室 南卧,渝北松树桥荣升大厦,https://cq.lianjia.com/zufang/CQ2336737732762025984.html,780元/月
整租·松龙国际 1室1厅 南,渝北汽博中心松龙国际,https://cq.lianjia.com/zufang/CQ2236936803397672960.html,800元/月
合租·荣升大厦 3居室 南卧,渝北松树桥荣升大厦,https://cq.lianjia.com/zufang/CQ2336735541573459968.html,830元/月
合租·荣升大厦 3居室 西南卧,渝北松树桥荣升大厦,https://cq.lianjia.com/zufang/CQ2336857784429322240.html,740元/月
合租·荣升大厦 3居室 东卧,渝北松树桥荣升大厦,https://cq.lianjia.com/zufang/CQ2336858011911593984.html,600元/月
整租·康田蔚蓝海B区 3室1厅 复式 东南,渝北照母山康田蔚蓝海B区,https://cq.lianjia.com/zufang/CQ2265969018093977600.html,900元/月
合租·东衡槟城 4居室 南卧,渝北回兴东衡槟城,https://cq.lianjia.com/zufang/CQ2334517377704148992.html,650元/月
合租·加州花园 1居室 南卧,渝北嘉州加州花园,https://cq.lianjia.com/zufang/CQ2264419109141741568.html,900元/月
合租·国盛伟岸滨州 4居室 东南卧,渝北嘉州国盛伟岸滨州,https://cq.lianjia.com/zufang/CQ2337103782573785088.html,830元/月
整租·仁安里 2室1厅 东,渝北龙头寺仁安里,https://cq.lianjia.com/zufang/CQ2309341835266899968.html,800元/月
合租·国盛伟岸滨州 4居室 东南卧,渝北嘉州国盛伟岸滨州,https://cq.lianjia.com/zufang/CQ2337103782883622912.html,980元/月
整租·环山国际 2室1厅 东南,渝北回兴环山国际,https://cq.lianjia.com/zufang/CQ2262735874750431232.html,1000元/月
整租·润丰水尚 6室1厅 南,渝北空港新城润丰水尚,https://cq.lianjia.com/zufang/CQ2323921379214499840.html,700元/月
整租·新江与城清晖时光 2室2厅 东,渝北大竹林新江与城清晖时光,https://cq.lianjia.com/zufang/CQ2237706324962189312.html,1000元/月
整租·大雅云居山 2室1厅 西南,渝北鸳鸯大雅云居山,https://cq.lianjia.com/zufang/CQ2239806589110861824.html,1000元/月
整租·佳居花园B区 4室2厅 南,渝北石子山佳居花园B区,https://cq.lianjia.com/zufang/CQ2320925257726435328.html,1000元/月
合租·伟清泊客 3居室 东卧,渝北龙溪伟清泊客,https://cq.lianjia.com/zufang/CQ2334563580235481088.html,870元/月
合租·龙城国际商住楼 1居室 东南卧,渝北花卉园龙城国际商住楼,https://cq.lianjia.com/zufang/CQ2297873475257237504.html,900元/月
合租·锦绣廣苑 5居室 东卧,渝北新牌坊锦绣廣苑,https://cq.lianjia.com/zufang/CQ2335944369313415168.html,900元/月
整租·美利山公园城市 1室1厅 南,渝北园博园美利山公园城市,https://cq.lianjia.com/zufang/CQ2281835440208625664.html,600元/月
整租·吉安园龙头寺小区 4室2厅 南,渝北龙头寺吉安园龙头寺小区,https://cq.lianjia.com/zufang/CQ2322258380687163392.html,600元/月
整租·联发瞰青 3室1厅 东南,渝北翠云联发瞰青,https://cq.lianjia.com/zufang/CQ2192609503319965696.html,1000元/月
整租·黄龙花园 2室1厅 东,渝北龙头寺黄龙花园,https://cq.lianjia.com/zufang/CQ2248993263883665408.html,1000元/月
整租·复地花屿城 4室2厅 南,渝北回兴复地花屿城,https://cq.lianjia.com/zufang/CQ2145590721108262912.html,1000元/月
整租·鲁能星城星城汇 1室0厅 南,渝北龙头寺鲁能星城星城汇,https://cq.lianjia.com/zufang/CQ2322519081049128960.html,260元/月
整租·邮政绿苑 1室0厅 南,渝北新牌坊邮政绿苑,https://cq.lianjia.com/zufang/CQ2331599961751830528.html,400元/月
合租·加州城市花园 4居室 东南卧,渝北嘉州加州城市花园,https://cq.lianjia.com/zufang/CQ2333812875493113856.html,760元/月
整租·恒大华府 1室0厅 东,渝北人和恒大华府,https://cq.lianjia.com/zufang/CQ2323900264836775936.html,400元/月
合租·瑞吉花园 4居室 南卧,渝北黄泥磅瑞吉花园,https://cq.lianjia.com/zufang/CQ2334058357586919424.html,730元/月
整租·约克郡汀兰 3室2厅 南,渝北照母山约克郡汀兰,https://cq.lianjia.com/zufang/CQ2264517516993249280.html,500元/月
合租·锦绣廣苑 5居室 东卧,渝北新牌坊锦绣廣苑,https://cq.lianjia.com/zufang/CQ2335944418328051712.html,800元/月
整租·龙湖水晶郦城郎苑 1室0厅 东,渝北北环龙湖水晶郦城郎苑,https://cq.lianjia.com/zufang/CQ2327310444668395520.html,680元/月
合租·森岭居 3居室 东南卧,渝北黄泥磅森岭居,https://cq.lianjia.com/zufang/CQ2336828740669014016.html,750元/月
合租·国盛伟岸滨州 4居室 东卧,渝北嘉州国盛伟岸滨州,https://cq.lianjia.com/zufang/CQ2333776606440726528.html,700元/月
合租·财信城市国际 3居室 东南卧,渝北嘉州财信城市国际,https://cq.lianjia.com/zufang/CQ2336876285361930240.html,850元/月
